site_code,transect_Lat_start,transect_Lon_start,transect_Lat_stop,transect_Lon_stop,transect,plot,number_seedlings,plant_id,x_coord,y_coord,suspected_clone,survival,no_rosettes,rosette_number,no_leaves,leaf_length,leaf_width,no_fl_stems,fl_stem_height,inflor_length,inflor_phenology,disease (yes/no),disease_comments,herbivory (yes/no),herbivory_comments,other_comments,c_year,s_year
ZG,41.68952,-0.932390,NA,NA,T1,1,2,1,25,45,NA,yes,1,1,13,300,26,4,203,15,flowering,NA,NA,yes,NA,,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,2,18,13,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,3,1,31,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,4,6,30,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,5,0,15,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,6,13,20,NA,yes,1,1,4,235,15,0,NA,NA,NA,NA,NA,yes,NA,,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,7,24,18,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,8,28,17,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,9,21,11,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,1,2,10,20,9,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,2,1,11,1,22,NA,yes,1,1,4,289,16,0,NA,NA,NA,NA,NA,yes,NA,,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,2,1,12,43,23,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
ZG,41.68952,-0.932390,NA,NA,T1,2,1,13,44,25,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,2017,Y1
